article,body,comments,createdAtformatted,creator,datatype,followers,following,hashtags,id,impressions,reposts,sensitive,shareLink,upvotes,verified,urls_domain,urls_metadata_mimeType,urls_metadata_site
true,"PANIC at the GATES? Moderna CMO Ditches All His Shares & CEO sell shares as final vaccine trials begin, raising concerns

What do these execs know? 

Why are they offloading their shares? 

Is our media shielding their failed vaccine data from us and covering it up with false stories. 

#MAGA #KAG #Trump2020 

@Keanewst @LLyons @Twinjeremiah @moon52 @Dbongino @Devinnunes @LeeHSmith @Enda258 @abrasive @soylentgreenispeople @ATruthSeekers @StevefromCA @Sezz @FlipItRed2024 @Jefe0114 @PaperJareplanes @Lisamei62 @DragnetforTruth @Juleehalli @JustJessie @SeaAngel @Tonto61 @KerriTalk",29,2020-08-05 00:03:11 UTC,23b4d63be875bf14578e5df513fbdbfb,posts,20000,25000,kag,425959c10f9744df82c372d0cf0df8b9,19000,129,false,https://parler.com/post/425959c10f9744df82c372d0cf0df8b9,120,false,truepundit.com,text/html,""
true,"PANIC at the GATES? Moderna CMO Ditches All His Shares & CEO sell shares as final vaccine trials begin, raising concerns

What do these execs know? 

Why are they offloading their shares? 

Is our media shielding their failed vaccine data from us and covering it up with false stories. 

#MAGA #KAG #Trump2020 

@Keanewst @LLyons @Twinjeremiah @moon52 @Dbongino @Devinnunes @LeeHSmith @Enda258 @abrasive @soylentgreenispeople @ATruthSeekers @StevefromCA @Sezz @FlipItRed2024 @Jefe0114 @PaperJareplanes @Lisamei62 @DragnetforTruth @Juleehalli @JustJessie @SeaAngel @Tonto61 @KerriTalk",29,2020-08-05 00:03:11 UTC,23b4d63be875bf14578e5df513fbdbfb,posts,20000,25000,kag,425959c10f9744df82c372d0cf0df8b9,19000,129,false,https://parler.com/post/425959c10f9744df82c372d0cf0df8b9,120,false,media1.giphy.com,image/gif,media1.giphy.com
true,"PANIC at the GATES? Moderna CMO Ditches All His Shares & CEO sell shares as final vaccine trials begin, raising concerns

What do these execs know? 

Why are they offloading their shares? 

Is our media shielding their failed vaccine data from us and covering it up with false stories. 

#MAGA #KAG #Trump2020 

@Keanewst @LLyons @Twinjeremiah @moon52 @Dbongino @Devinnunes @LeeHSmith @Enda258 @abrasive @soylentgreenispeople @ATruthSeekers @StevefromCA @Sezz @FlipItRed2024 @Jefe0114 @PaperJareplanes @Lisamei62 @DragnetforTruth @Juleehalli @JustJessie @SeaAngel @Tonto61 @KerriTalk",29,2020-08-05 00:03:11 UTC,23b4d63be875bf14578e5df513fbdbfb,posts,20000,25000,kag,425959c10f9744df82c372d0cf0df8b9,19000,129,false,https://parler.com/post/425959c10f9744df82c372d0cf0df8b9,120,false,media0.giphy.com,image/gif,media0.giphy.com
true,"PANIC at the GATES? Moderna CMO Ditches All His Shares & CEO sell shares as final vaccine trials begin, raising concerns

What do these execs know? 

Why are they offloading their shares? 

Is our media shielding their failed vaccine data from us and covering it up with false stories. 

#MAGA #KAG #Trump2020 

@Keanewst @LLyons @Twinjeremiah @moon52 @Dbongino @Devinnunes @LeeHSmith @Enda258 @abrasive @soylentgreenispeople @ATruthSeekers @StevefromCA @Sezz @FlipItRed2024 @Jefe0114 @PaperJareplanes @Lisamei62 @DragnetforTruth @Juleehalli @JustJessie @SeaAngel @Tonto61 @KerriTalk",29,2020-08-05 00:03:11 UTC,23b4d63be875bf14578e5df513fbdbfb,posts,20000,25000,kag,425959c10f9744df82c372d0cf0df8b9,19000,129,false,https://parler.com/post/425959c10f9744df82c372d0cf0df8b9,120,false,media3.giphy.com,image/gif,media3.giphy.com
true,"PANIC at the GATES? Moderna CMO Ditches All His Shares & CEO sell shares as final vaccine trials begin, raising concerns

What do these execs know? 

Why are they offloading their shares? 

Is our media shielding their failed vaccine data from us and covering it up with false stories. 

#MAGA #KAG #Trump2020 

@Keanewst @LLyons @Twinjeremiah @moon52 @Dbongino @Devinnunes @LeeHSmith @Enda258 @abrasive @soylentgreenispeople @ATruthSeekers @StevefromCA @Sezz @FlipItRed2024 @Jefe0114 @PaperJareplanes @Lisamei62 @DragnetforTruth @Juleehalli @JustJessie @SeaAngel @Tonto61 @KerriTalk",29,2020-08-05 00:03:11 UTC,23b4d63be875bf14578e5df513fbdbfb,posts,20000,25000,trump2020,425959c10f9744df82c372d0cf0df8b9,19000,129,false,https://parler.com/post/425959c10f9744df82c372d0cf0df8b9,120,false,truepundit.com,text/html,""
true,"PANIC at the GATES? Moderna CMO Ditches All His Shares & CEO sell shares as final vaccine trials begin, raising concerns

What do these execs know? 

Why are they offloading their shares? 

Is our media shielding their failed vaccine data from us and covering it up with false stories. 

#MAGA #KAG #Trump2020 

@Keanewst @LLyons @Twinjeremiah @moon52 @Dbongino @Devinnunes @LeeHSmith @Enda258 @abrasive @soylentgreenispeople @ATruthSeekers @StevefromCA @Sezz @FlipItRed2024 @Jefe0114 @PaperJareplanes @Lisamei62 @DragnetforTruth @Juleehalli @JustJessie @SeaAngel @Tonto61 @KerriTalk",29,2020-08-05 00:03:11 UTC,23b4d63be875bf14578e5df513fbdbfb,posts,20000,25000,trump2020,425959c10f9744df82c372d0cf0df8b9,19000,129,false,https://parler.com/post/425959c10f9744df82c372d0cf0df8b9,120,false,media1.giphy.com,image/gif,media1.giphy.com
true,"PANIC at the GATES? Moderna CMO Ditches All His Shares & CEO sell shares as final vaccine trials begin, raising concerns

What do these execs know? 

Why are they offloading their shares? 

Is our media shielding their failed vaccine data from us and covering it up with false stories. 

#MAGA #KAG #Trump2020 

@Keanewst @LLyons @Twinjeremiah @moon52 @Dbongino @Devinnunes @LeeHSmith @Enda258 @abrasive @soylentgreenispeople @ATruthSeekers @StevefromCA @Sezz @FlipItRed2024 @Jefe0114 @PaperJareplanes @Lisamei62 @DragnetforTruth @Juleehalli @JustJessie @SeaAngel @Tonto61 @KerriTalk",29,2020-08-05 00:03:11 UTC,23b4d63be875bf14578e5df513fbdbfb,posts,20000,25000,trump2020,425959c10f9744df82c372d0cf0df8b9,19000,129,false,https://parler.com/post/425959c10f9744df82c372d0cf0df8b9,120,false,media0.giphy.com,image/gif,media0.giphy.com
true,"PANIC at the GATES? Moderna CMO Ditches All His Shares & CEO sell shares as final vaccine trials begin, raising concerns

What do these execs know? 

Why are they offloading their shares? 

Is our media shielding their failed vaccine data from us and covering it up with false stories. 

#MAGA #KAG #Trump2020 

@Keanewst @LLyons @Twinjeremiah @moon52 @Dbongino @Devinnunes @LeeHSmith @Enda258 @abrasive @soylentgreenispeople @ATruthSeekers @StevefromCA @Sezz @FlipItRed2024 @Jefe0114 @PaperJareplanes @Lisamei62 @DragnetforTruth @Juleehalli @JustJessie @SeaAngel @Tonto61 @KerriTalk",29,2020-08-05 00:03:11 UTC,23b4d63be875bf14578e5df513fbdbfb,posts,20000,25000,trump2020,425959c10f9744df82c372d0cf0df8b9,19000,129,false,https://parler.com/post/425959c10f9744df82c372d0cf0df8b9,120,false,media3.giphy.com,image/gif,media3.giphy.com
true,"PANIC at the GATES? Moderna CMO Ditches All His Shares & CEO sell shares as final vaccine trials begin, raising concerns

What do these execs know? 

Why are they offloading their shares? 

Is our media shielding their failed vaccine data from us and covering it up with false stories. 

#MAGA #KAG #Trump2020 

@Keanewst @LLyons @Twinjeremiah @moon52 @Dbongino @Devinnunes @LeeHSmith @Enda258 @abrasive @soylentgreenispeople @ATruthSeekers @StevefromCA @Sezz @FlipItRed2024 @Jefe0114 @PaperJareplanes @Lisamei62 @DragnetforTruth @Juleehalli @JustJessie @SeaAngel @Tonto61 @KerriTalk",29,2020-08-05 00:03:11 UTC,23b4d63be875bf14578e5df513fbdbfb,posts,20000,25000,trump2020,425959c10f9744df82c372d0cf0df8b9,19000,129,false,https://parler.com/post/425959c10f9744df82c372d0cf0df8b9,120,false,truepundit.com,text/html,""
true,"PANIC at the GATES? Moderna CMO Ditches All His Shares & CEO sell shares as final vaccine trials begin, raising concerns

What do these execs know? 

Why are they offloading their shares? 

Is our media shielding their failed vaccine data from us and covering it up with false stories. 

#MAGA #KAG #Trump2020 

@Keanewst @LLyons @Twinjeremiah @moon52 @Dbongino @Devinnunes @LeeHSmith @Enda258 @abrasive @soylentgreenispeople @ATruthSeekers @StevefromCA @Sezz @FlipItRed2024 @Jefe0114 @PaperJareplanes @Lisamei62 @DragnetforTruth @Juleehalli @JustJessie @SeaAngel @Tonto61 @KerriTalk",29,2020-08-05 00:03:11 UTC,23b4d63be875bf14578e5df513fbdbfb,posts,20000,25000,trump2020,425959c10f9744df82c372d0cf0df8b9,19000,129,false,https://parler.com/post/425959c10f9744df82c372d0cf0df8b9,120,false,media1.giphy.com,image/gif,media1.giphy.com
true,"PANIC at the GATES? Moderna CMO Ditches All His Shares & CEO sell shares as final vaccine trials begin, raising concerns

What do these execs know? 

Why are they offloading their shares? 

Is our media shielding their failed vaccine data from us and covering it up with false stories. 

#MAGA #KAG #Trump2020 

@Keanewst @LLyons @Twinjeremiah @moon52 @Dbongino @Devinnunes @LeeHSmith @Enda258 @abrasive @soylentgreenispeople @ATruthSeekers @StevefromCA @Sezz @FlipItRed2024 @Jefe0114 @PaperJareplanes @Lisamei62 @DragnetforTruth @Juleehalli @JustJessie @SeaAngel @Tonto61 @KerriTalk",29,2020-08-05 00:03:11 UTC,23b4d63be875bf14578e5df513fbdbfb,posts,20000,25000,trump2020,425959c10f9744df82c372d0cf0df8b9,19000,129,false,https://parler.com/post/425959c10f9744df82c372d0cf0df8b9,120,false,media0.giphy.com,image/gif,media0.giphy.com
true,"PANIC at the GATES? Moderna CMO Ditches All His Shares & CEO sell shares as final vaccine trials begin, raising concerns

What do these execs know? 

Why are they offloading their shares? 

Is our media shielding their failed vaccine data from us and covering it up with false stories. 

#MAGA #KAG #Trump2020 

@Keanewst @LLyons @Twinjeremiah @moon52 @Dbongino @Devinnunes @LeeHSmith @Enda258 @abrasive @soylentgreenispeople @ATruthSeekers @StevefromCA @Sezz @FlipItRed2024 @Jefe0114 @PaperJareplanes @Lisamei62 @DragnetforTruth @Juleehalli @JustJessie @SeaAngel @Tonto61 @KerriTalk",29,2020-08-05 00:03:11 UTC,23b4d63be875bf14578e5df513fbdbfb,posts,20000,25000,trump2020,425959c10f9744df82c372d0cf0df8b9,19000,129,false,https://parler.com/post/425959c10f9744df82c372d0cf0df8b9,120,false,media3.giphy.com,image/gif,media3.giphy.com
true,"PANIC at the GATES? Moderna CMO Ditches All His Shares & CEO sell shares as final vaccine trials begin, raising concerns

What do these execs know? 

Why are they offloading their shares? 

Is our media shielding their failed vaccine data from us and covering it up with false stories. 

#MAGA #KAG #Trump2020 

@Keanewst @LLyons @Twinjeremiah @moon52 @Dbongino @Devinnunes @LeeHSmith @Enda258 @abrasive @soylentgreenispeople @ATruthSeekers @StevefromCA @Sezz @FlipItRed2024 @Jefe0114 @PaperJareplanes @Lisamei62 @DragnetforTruth @Juleehalli @JustJessie @SeaAngel @Tonto61 @KerriTalk",29,2020-08-05 00:03:11 UTC,23b4d63be875bf14578e5df513fbdbfb,posts,20000,25000,trump2020,425959c10f9744df82c372d0cf0df8b9,19000,129,false,https://parler.com/post/425959c10f9744df82c372d0cf0df8b9,120,false,truepundit.com,text/html,""
true,"PANIC at the GATES? Moderna CMO Ditches All His Shares & CEO sell shares as final vaccine trials begin, raising concerns

What do these execs know? 

Why are they offloading their shares? 

Is our media shielding their failed vaccine data from us and covering it up with false stories. 

#MAGA #KAG #Trump2020 

@Keanewst @LLyons @Twinjeremiah @moon52 @Dbongino @Devinnunes @LeeHSmith @Enda258 @abrasive @soylentgreenispeople @ATruthSeekers @StevefromCA @Sezz @FlipItRed2024 @Jefe0114 @PaperJareplanes @Lisamei62 @DragnetforTruth @Juleehalli @JustJessie @SeaAngel @Tonto61 @KerriTalk",29,2020-08-05 00:03:11 UTC,23b4d63be875bf14578e5df513fbdbfb,posts,20000,25000,trump2020,425959c10f9744df82c372d0cf0df8b9,19000,129,false,https://parler.com/post/425959c10f9744df82c372d0cf0df8b9,120,false,media1.giphy.com,image/gif,media1.giphy.com
true,"PANIC at the GATES? Moderna CMO Ditches All His Shares & CEO sell shares as final vaccine trials begin, raising concerns

What do these execs know? 

Why are they offloading their shares? 

Is our media shielding their failed vaccine data from us and covering it up with false stories. 

#MAGA #KAG #Trump2020 

@Keanewst @LLyons @Twinjeremiah @moon52 @Dbongino @Devinnunes @LeeHSmith @Enda258 @abrasive @soylentgreenispeople @ATruthSeekers @StevefromCA @Sezz @FlipItRed2024 @Jefe0114 @PaperJareplanes @Lisamei62 @DragnetforTruth @Juleehalli @JustJessie @SeaAngel @Tonto61 @KerriTalk",29,2020-08-05 00:03:11 UTC,23b4d63be875bf14578e5df513fbdbfb,posts,20000,25000,trump2020,425959c10f9744df82c372d0cf0df8b9,19000,129,false,https://parler.com/post/425959c10f9744df82c372d0cf0df8b9,120,false,media0.giphy.com,image/gif,media0.giphy.com
true,"PANIC at the GATES? Moderna CMO Ditches All His Shares & CEO sell shares as final vaccine trials begin, raising concerns

What do these execs know? 

Why are they offloading their shares? 

Is our media shielding their failed vaccine data from us and covering it up with false stories. 

#MAGA #KAG #Trump2020 

@Keanewst @LLyons @Twinjeremiah @moon52 @Dbongino @Devinnunes @LeeHSmith @Enda258 @abrasive @soylentgreenispeople @ATruthSeekers @StevefromCA @Sezz @FlipItRed2024 @Jefe0114 @PaperJareplanes @Lisamei62 @DragnetforTruth @Juleehalli @JustJessie @SeaAngel @Tonto61 @KerriTalk",29,2020-08-05 00:03:11 UTC,23b4d63be875bf14578e5df513fbdbfb,posts,20000,25000,trump2020,425959c10f9744df82c372d0cf0df8b9,19000,129,false,https://parler.com/post/425959c10f9744df82c372d0cf0df8b9,120,false,media3.giphy.com,image/gif,media3.giphy.com
true,"PANIC at the GATES? Moderna CMO Ditches All His Shares & CEO sell shares as final vaccine trials begin, raising concerns

What do these execs know? 

Why are they offloading their shares? 

Is our media shielding their failed vaccine data from us and covering it up with false stories. 

#MAGA #KAG #Trump2020 

@Keanewst @LLyons @Twinjeremiah @moon52 @Dbongino @Devinnunes @LeeHSmith @Enda258 @abrasive @soylentgreenispeople @ATruthSeekers @StevefromCA @Sezz @FlipItRed2024 @Jefe0114 @PaperJareplanes @Lisamei62 @DragnetforTruth @Juleehalli @JustJessie @SeaAngel @Tonto61 @KerriTalk",29,2020-08-05 00:03:11 UTC,23b4d63be875bf14578e5df513fbdbfb,posts,20000,25000,trump2020,425959c10f9744df82c372d0cf0df8b9,19000,129,false,https://parler.com/post/425959c10f9744df82c372d0cf0df8b9,120,false,truepundit.com,text/html,""
true,"PANIC at the GATES? Moderna CMO Ditches All His Shares & CEO sell shares as final vaccine trials begin, raising concerns

What do these execs know? 

Why are they offloading their shares? 

Is our media shielding their failed vaccine data from us and covering it up with false stories. 

#MAGA #KAG #Trump2020 

@Keanewst @LLyons @Twinjeremiah @moon52 @Dbongino @Devinnunes @LeeHSmith @Enda258 @abrasive @soylentgreenispeople @ATruthSeekers @StevefromCA @Sezz @FlipItRed2024 @Jefe0114 @PaperJareplanes @Lisamei62 @DragnetforTruth @Juleehalli @JustJessie @SeaAngel @Tonto61 @KerriTalk",29,2020-08-05 00:03:11 UTC,23b4d63be875bf14578e5df513fbdbfb,posts,20000,25000,trump2020,425959c10f9744df82c372d0cf0df8b9,19000,129,false,https://parler.com/post/425959c10f9744df82c372d0cf0df8b9,120,false,media1.giphy.com,image/gif,media1.giphy.com
true,"PANIC at the GATES? Moderna CMO Ditches All His Shares & CEO sell shares as final vaccine trials begin, raising concerns

What do these execs know? 

Why are they offloading their shares? 

Is our media shielding their failed vaccine data from us and covering it up with false stories. 

#MAGA #KAG #Trump2020 

@Keanewst @LLyons @Twinjeremiah @moon52 @Dbongino @Devinnunes @LeeHSmith @Enda258 @abrasive @soylentgreenispeople @ATruthSeekers @StevefromCA @Sezz @FlipItRed2024 @Jefe0114 @PaperJareplanes @Lisamei62 @DragnetforTruth @Juleehalli @JustJessie @SeaAngel @Tonto61 @KerriTalk",29,2020-08-05 00:03:11 UTC,23b4d63be875bf14578e5df513fbdbfb,posts,20000,25000,trump2020,425959c10f9744df82c372d0cf0df8b9,19000,129,false,https://parler.com/post/425959c10f9744df82c372d0cf0df8b9,120,false,media0.giphy.com,image/gif,media0.giphy.com
true,"PANIC at the GATES? Moderna CMO Ditches All His Shares & CEO sell shares as final vaccine trials begin, raising concerns

What do these execs know? 

Why are they offloading their shares? 

Is our media shielding their failed vaccine data from us and covering it up with false stories. 

#MAGA #KAG #Trump2020 

@Keanewst @LLyons @Twinjeremiah @moon52 @Dbongino @Devinnunes @LeeHSmith @Enda258 @abrasive @soylentgreenispeople @ATruthSeekers @StevefromCA @Sezz @FlipItRed2024 @Jefe0114 @PaperJareplanes @Lisamei62 @DragnetforTruth @Juleehalli @JustJessie @SeaAngel @Tonto61 @KerriTalk",29,2020-08-05 00:03:11 UTC,23b4d63be875bf14578e5df513fbdbfb,posts,20000,25000,trump2020,425959c10f9744df82c372d0cf0df8b9,19000,129,false,https://parler.com/post/425959c10f9744df82c372d0cf0df8b9,120,false,media3.giphy.com,image/gif,media3.giphy.com
"",#boycottnike,3,2019-07-05 12:39:51 UTC,49f175a8bf2d477f9a0d66c4b2dae858,posts,20000,21000,boycottnike,91d39352b1df44fbbef8da7f8ba3e896,138,14,false,https://parler.com/post/91d39352b1df44fbbef8da7f8ba3e896,22,false,i.imgur.com,image/jpeg,i.imgur.com
false,"Why can't they speak the national language?

WTF !!!! 

Leicester councillor blames the government for the prolonged lockdown due to not translating advice ?? 
YOU ARE IN ENGLAND ! What translation bollocks !",23,2020-07-02 07:23:46 UTC,ca45220452484392b92191d470c6a4e5,posts,15000,74,"",ac83bc7f073b4031a330223c2b6b6cc4,4600,26,false,https://parler.com/post/ac83bc7f073b4031a330223c2b6b6cc4,56,false,No link,video/mp4,""
false,"Patriots

Can we agree that the UN has a part in the steal, since they are the primary funder of Smartmatic and that Frankfurt server seizure..

You know that they have their American headquarters in New York, and Obama granted them the right to intervene on your soil in case of upheavel..

Stay save,

Watch the UN

❤🇳🇱",4,2020-11-21 20:12:12 UTC,fdd568ab37ba43d29ce7cf85034b8651,posts,12000,19000,"",1766ac521cdc4ac8adff556737b680d5,1300,12,false,https://parler.com/post/1766ac521cdc4ac8adff556737b680d5,23,false,un.org,text/html,""
true,"",2,2020-09-04 09:45:03 UTC,663c124d46dd415fb3012e1134cf4311,posts,48000,87000,"",7b5de216f2144b58851927edac6ad129,2600,25,false,https://parler.com/post/7b5de216f2144b58851927edac6ad129,28,false,breitbart.com,text/html,@BreitbartNews
